Equipo;Calificación del equipo;Tipo;Tipo.num;Capacitancia C1;Capacitancia C2;Capacitancia total;Factor de Potencia 10kV C1;Factor de Potencia 10kV Ctotal;Factor de Potencia 2.5kV C1;Factor de Potencia 2.5kV Ctotal;Factor de Potencia 2kV C2;Fuga de aceite;Inspección diafragma;Inspección visual general;Nivel de aceite;Severidad por termografía
1698;D6;IMB;0;807;27438;783.9428571;0.556;0.496;0.559;0.498;0.37;1;0;1;0;5
1699;D6;IMB;0;890;30260;864.5714286;0.678;0.618;0.681;0.62;0.334;1;0;1;0;5
1700;D6;IMB;0;832;28288;808.2285714;0.644;0.584;0.647;0.586;0.339;1;0;1;0;5
1701;D6;IMB;0;866;29444;841.2571429;0.56;0.5;0.563;0.502;0.328;1;0;1;0;5
1702;D6;IMB;0;898;30532;872.3428571;0.562;0.502;0.565;0.504;0.319;1;0;1;0;5
1703;D6;IMB;0;823;27982;799.4857143;0.55;0.49;0.553;0.492;0.354;1;0;1;0;5
1704;D6;IMB;0;832;28288;808.2285714;0.675;0.615;0.678;0.617;0.315;1;0;1;0;5
1705;D6;IMB;0;930;31620;903.4285714;0.691;0.631;0.694;0.633;0.338;1;0;1;0;5
1706;D6;IMB;0;739;25126;717.8857143;0.671;0.611;0.674;0.613;0.405;1;0;1;0;5
1707;D6;IMB;0;789;26826;766.4571429;0.687;0.627;0.69;0.629;0.322;1;0;1;0;5
1708;D6;IMB;0;933;31722;906.3428571;0.617;0.557;0.62;0.559;0.366;0;0;1;0;5
1709;D6;IMB;0;839;28526;815.0285714;0.642;0.582;0.645;0.584;0.301;0;0;1;0;5
1710;D6;IMB;0;765;26010;743.1428571;0.6;0.54;0.603;0.542;0.445;0;0;1;0;5
1711;D6;IMB;0;725;24650;704.2857143;0.613;0.553;0.616;0.555;0.433;0;0;1;0;5
1712;D6;IMB;0;950;32300;922.8571429;0.651;0.591;0.654;0.593;0.318;0;0;1;0;5
1713;D6;IMB;0;731;24854;710.1142857;0.631;0.571;0.634;0.573;0.39;0;0;1;0;5
1714;D6;IMB;0;736;25024;714.9714286;0.558;0.498;0.561;0.5;0.426;0;0;1;0;5
1715;D6;IMB;0;743;25262;721.7714286;0.607;0.547;0.61;0.549;0.341;0;0;1;0;5
1716;D6;IMB;0;766;26044;744.1142857;0.6;0.54;0.603;0.542;0.398;0;0;1;0;5
1717;D6;IMB;0;912;31008;885.9428571;0.7;0.64;0.703;0.642;0.432;0;0;1;0;5
1718;D6;IMB;0;793;26962;770.3428571;0.651;0.591;0.654;0.593;0.478;0;0;1;0;5
1719;D6;IMB;0;732;24888;711.0857143;0.622;0.562;0.625;0.564;0.48;0;0;1;0;5
1720;D6;IMB;0;788;26792;765.4857143;0.675;0.615;0.678;0.617;0.446;0;0;1;0;5
1721;D6;IMB;0;922;31348;895.6571429;0.601;0.541;0.604;0.543;0.343;0;0;1;0;5
1722;D6;IMB;0;743;25262;721.7714286;0.632;0.572;0.635;0.574;0.45;0;0;1;0;5
1723;D6;IMB;0;745;25330;723.7142857;0.67;0.61;0.673;0.612;0.435;0;0;0;0;3
1724;D6;IMB;0;799;27166;776.1714286;0.594;0.534;0.597;0.536;0.352;0;0;0;0;3
1725;D6;IMB;0;898;30532;872.3428571;0.667;0.607;0.67;0.609;0.408;0;0;0;0;3
1726;D6;IMB;0;790;26860;767.4285714;0.675;0.615;0.678;0.617;0.416;0;0;0;0;3
1727;D6;IMB;0;934;31756;907.3142857;0.626;0.566;0.629;0.568;0.378;0;0;0;0;3
1728;D6;IMB;0;937;31858;910.2285714;0.656;0.596;0.659;0.598;0.362;0;0;0;0;3
1729;D6;IMB;0;922;31348;895.6571429;0.609;0.549;0.612;0.551;0.328;0;0;0;0;3
1730;D6;IMB;0;789;26826;766.4571429;0.686;0.626;0.689;0.628;0.317;0;0;0;0;3
1731;D6;IMB;0;889;30226;863.6;0.553;0.493;0.556;0.495;0.312;0;0;0;0;3
1732;D6;IMB;0;925;31450;898.5714286;0.617;0.557;0.62;0.559;0.309;0;0;0;0;3
1733;D6;IMB;0;858;29172;833.4857143;0.698;0.638;0.701;0.64;0.329;0;0;0;0;3
1734;D6;IMB;0;860;29240;835.4285714;0.571;0.511;0.574;0.513;0.35;0;0;0;0;3
1735;D6;IMB;0;790;26860;767.4285714;0.657;0.597;0.66;0.599;0.379;0;0;0;0;3
1736;D6;IMB;0;907;30838;881.0857143;0.598;0.538;0.601;0.54;0.349;0;0;0;0;3
1737;D6;IMB;0;808;27472;784.9142857;0.688;0.628;0.691;0.63;0.455;0;0;0;0;3
1738;D6;IMB;0;936;31824;909.2571429;0.615;0.555;0.618;0.557;0.45;0;0;0;0;3
1739;D6;IMB;0;946;32164;918.9714286;0.58;0.52;0.583;0.522;0.377;0;0;0;0;3
1740;D6;IMB;0;741;25194;719.8285714;0.689;0.629;0.692;0.631;0.337;0;0;0;0;3
1741;D6;IMB;0;756;25704;734.4;0.588;0.528;0.591;0.53;0.315;0;0;0;0;3
1742;D6;IMB;0;772;26248;749.9428571;0.68;0.62;0.683;0.622;0.478;0;0;0;0;3
1743;D6;IMB;0;934;31756;907.3142857;0.665;0.605;0.668;0.607;0.394;0;0;0;0;3
1744;D6;IMB;0;937;31858;1019.456;0.36;0.656;0.36;0.65;0.656;0;0;0;0;5
1745;D6;IMB;0;922;31348;1003.136;0.295;0.58;0.295;0.574;0.58;0;0;0;0;5
1746;D6;IMB;0;789;26826;858.432;0.268;0.599;0.268;0.593;0.599;0;0;0;0;5
1747;D6;IMB;0;889;30226;967.232;0.36;0.628;0.36;0.622;0.628;0;0;0;0;5
1748;D6;IMB;0;925;31450;1006.4;0.3;0.67;0.3;0.664;0.67;0;0;0;0;5
1749;D6;IMB;0;858;29172;933.504;0.281;0.611;0.281;0.605;0.611;0;0;0;0;5
1750;D6;IMB;0;860;29240;935.68;0.388;0.745;0.388;0.739;0.745;0;0;0;0;5
1751;D6;IMB;0;790;26860;859.52;0.34;0.584;0.34;0.578;0.584;0;0;0;0;5
1752;D6;IMB;0;907;30838;986.816;0.33;0.747;0.33;0.741;0.747;0;0;0;0;5
1753;D6;IMB;0;808;27472;879.104;0.369;0.766;0.369;0.76;0.766;0;0;0;0;5
1754;D6;IMB;0;936;31824;1018.368;0.264;0.669;0.264;0.663;0.669;0;0;0;0;5
1755;D6;IMB;0;946;32164;1029.248;0.307;0.675;0.307;0.669;0.675;0;0;0;0;5
1756;D6;IMB;0;741;25194;806.208;0.274;0.723;0.274;0.717;0.723;0;0;0;0;5
1757;D6;IMB;0;756;25704;822.528;0.285;0.62;0.285;0.614;0.62;0;0;0;0;5
1758;D6;IMB;0;772;26248;839.936;0.346;0.617;0.346;0.611;0.617;0;0;0;0;5
1759;D6;IMB;0;1179;40086;1282.752;0.292;0.657;0.292;0.651;0.657;0;0;0;0;5
1760;D6;IMB;0;1161;39474;1263.168;0.321;0.56;0.321;0.554;0.56;0;0;0;0;5
1761;D6;IMB;0;989;33626;1076.032;0.368;0.578;0.368;0.572;0.578;0;0;0;0;5
1762;D6;IMB;0;1068;36312;1161.984;0.283;0.572;0.283;0.566;0.572;0;0;0;0;5
1763;D6;IMB;0;1035;35190;1126.08;0.385;0.748;0.385;0.742;0.748;0;0;0;0;5
1764;D6;IMB;0;1142;38828;1242.496;0.353;0.779;0.353;0.773;0.779;0;0;0;0;5
1765;D6;IMB;0;1090;37060;1185.92;0.31;0.559;0.31;0.553;0.559;0;0;0;0;5
1766;D6;IMB;0;1150;39100;1251.2;0.341;0.572;0.341;0.566;0.572;0;0;0;0;5
1767;D6;IMB;0;968;32912;1053.184;0.279;0.743;0.279;0.737;0.743;0;0;0;0;5
1768;D6;IMB;0;1023;34782;1113.024;0.346;0.587;0.346;0.581;0.587;0;0;0;0;5
1769;D6;IMB;0;1057;35938;1150.016;0.336;0.824;0.336;0.818;0.824;0;0;0;0;5
1770;D6;IMB;0;1190;40460;1387.2;0.308;0.696;0.308;0.69;0.696;0;0;0;0;5
1771;D6;IMB;0;1484;54908;1733.936842;0.457;0.537;0.487;0.537;0.32;0;0;0;0;5
1772;D6;IMB;0;1380;51060;1612.421053;0.423;0.503;0.453;0.503;0.305;0;0;0;0;5
1773;D6;IMB;0;1329;49173;1552.831579;0.409;0.489;0.439;0.489;0.224;0;0;0;0;5
1774;D6;IMB;0;1485;54945;1735.105263;0.459;0.539;0.489;0.539;0.327;0;0;0;0;5
1775;D6;IMB;0;1423;52651;1662.663158;0.428;0.508;0.458;0.508;0.241;0;0;0;0;5
1776;D6;IMB;0;1068;39516;1247.873684;0.481;0.561;0.511;0.561;0.253;0;0;0;0;5
1777;D6;IMB;0;1474;54538;1722.252632;0.469;0.549;0.499;0.549;0.325;0;0;0;0;5
1778;D6;IMB;0;996;36852;1163.747368;0.434;0.514;0.464;0.514;0.22;0;0;0;0;5
1779;D6;IMB;0;1672;61864;1953.6;0.422;0.502;0.452;0.502;0.224;0;0;0;0;5
1780;D6;IMB;0;1134;41958;1324.989474;0.46;0.54;0.49;0.54;0.27;0;0;0;0;5
1781;D6;IMB;0;1443;53391;1686.031579;0.477;0.557;0.507;0.557;0.372;0;0;0;0;5
1782;D6;IMB;0;908;33596;1060.926316;0.444;0.524;0.474;0.524;0.213;1;0;1;0;5
1783;D6;IMB;0;1580;58460;1846.105263;0.416;0.496;0.446;0.496;0.366;1;0;1;0;5
1784;D6;IMB;0;1458;53946;1703.557895;0.449;0.529;0.479;0.529;0.334;1;0;1;0;5
1785;D6;IMB;0;1305;48285;1524.789474;0.406;0.486;0.436;0.486;0.284;1;0;1;0;5
1786;D6;IMB;0;1685;62345;1968.789474;0.403;0.483;0.433;0.483;0.332;1;0;1;0;5
1787;D6;IMB;0;1501;55537;1753.8;0.417;0.497;0.447;0.497;0.372;1;0;1;0;5
1788;D6;IMB;0;1062;39294;1240.863158;0.463;0.543;0.493;0.543;0.209;1;0;1;0;5
1789;D6;IMB;0;1405;51985;1641.631579;0.477;0.557;0.507;0.557;0.217;1;0;1;0;5
1790;D6;IMB;0;1620;59940;1892.842105;0.477;0.557;0.507;0.557;0.217;1;0;1;0;5
1791;D6;IMB;0;864;31968;1009.515789;0.442;0.522;0.472;0.522;0.31;1;0;1;0;5
1792;D6;IMB;0;1669;61753;1950.094737;0.465;0.545;0.495;0.545;0.241;1;0;1;0;5
1793;D6;IMB;0;1426;52762;1666.168421;0.41;0.49;0.44;0.49;0.329;1;0;1;0;5
1794;D6;IMB;0;1274;47138;1488.568421;0.464;0.544;0.494;0.544;0.33;1;0;1;0;5
1795;D6;IMB;0;1680;62160;1962.947368;0.417;0.497;0.447;0.497;0.256;1;0;1;0;5
1796;D6;IMB;0;794;29378;927.7263158;0.42;0.5;0.45;0.5;0.305;1;0;1;0;5
1797;D6;IMB;0;1072;39664;1252.547368;0.434;0.514;0.464;0.514;0.246;1;0;1;0;5
1798;D6;IMB;0;1040;38480;1215.157895;0.48;0.56;0.51;0.56;0.228;1;0;1;0;5
1799;D6;IMB;0;735;27195;858.7894737;0.427;0.507;0.457;0.507;0.24;0;0;0;0;5
1800;D6;IMB;0;1174;43438;1371.726316;0.476;0.556;0.506;0.556;0.276;0;0;0;0;5
1801;D6;IMB;0;1593;58941;1861.294737;0.477;0.557;0.507;0.557;0.224;0;0;0;0;5
1802;D6;IMB;0;1099;40663;1284.094737;0.424;0.504;0.454;0.504;0.212;0;0;0;0;5
1803;D6;IMB;0;737;27269;861.1263158;0.402;0.482;0.432;0.482;0.323;0;0;0;0;5
1804;D6;IMB;0;734;27158;857.6210526;0.442;0.522;0.472;0.522;0.321;0;0;0;0;5
1805;D6;IMB;0;1184;43808;1383.410526;0.436;0.516;0.466;0.516;0.323;0;0;0;0;5
1806;D6;IMB;0;1028;38036;1201.136842;0.463;0.543;0.493;0.543;0.288;0;0;0;0;5
1807;D6;IMB;0;1605;59385;1875.315789;0.446;0.526;0.476;0.526;0.204;1;0;1;0;5
1808;D6;IMB;0;1429;52873;1669.673684;0.452;0.532;0.482;0.532;0.347;1;0;1;0;5
1809;D6;IMB;0;1499;55463;1751.463158;0.435;0.515;0.465;0.515;0.368;1;0;1;0;5
1810;D6;IMB;0;1649;61013;1926.726316;0.438;0.518;0.468;0.518;0.242;1;0;1;0;5
1811;D6;IMB;0;1389;51393;1622.936842;0.47;0.55;0.5;0.55;0.285;1;0;1;0;5
1812;D6;IMB;0;1602;59274;1871.810526;0.413;0.493;0.443;0.493;0.349;1;0;1;0;5
1813;D6;IMB;0;985;36445;1150.894737;0.416;0.496;0.446;0.496;0.286;1;0;1;0;5
1814;D6;IMB;0;896;33152;1046.905263;0.426;0.506;0.456;0.506;0.374;1;0;1;0;5
1815;D6;IMB;0;1515;56055;1770.157895;0.474;0.554;0.504;0.554;0.354;1;0;1;0;5
1816;D6;IMB;0;1644;60828;1920.884211;0.416;0.496;0.446;0.496;0.207;1;0;1;0;5
1817;D6;IMB;0;1606;59422;1876.484211;0.415;0.495;0.445;0.495;0.369;1;0;1;0;5
1818;D6;IMB;0;927;34299;1083.126316;0.446;0.526;0.476;0.526;0.267;1;0;1;0;5
1819;D6;IMB;0;1168;43216;1364.715789;0.484;0.564;0.514;0.564;0.334;1;0;1;0;5
1820;D6;IMB;0;817;30229;954.6;0.475;0.555;0.505;0.555;0.369;1;0;1;0;5
1821;D6;IMB;0;1063.382353;36155;1033;0.271;0.717;0.271;0.72;0.47;0;0;0;0;5
1822;D6;IMB;0;1018.088235;34615;989;0.285;0.678;0.285;0.681;0.389;0;0;0;0;5
1823;D6;IMB;0;921.3235294;31325;895;0.216;0.571;0.216;0.574;0.479;0;0;0;0;5
1824;D6;IMB;0;1182.794118;40215;1149;0.249;0.604;0.249;0.607;0.489;0;0;0;0;5
1825;D6;IMB;0;939.8529412;31955;913;0.361;0.548;0.361;0.551;0.473;0;0;0;0;5
1826;D6;IMB;0;1064.411765;36190;1034;0.237;0.626;0.237;0.629;0.354;0;0;0;0;5
1827;D6;IMB;0;894.5588235;30415;869;0.334;0.615;0.334;0.618;0.449;0;0;0;0;5
1828;D6;IMB;0;925.4411765;31465;899;0.268;0.571;0.268;0.574;0.366;0;0;0;0;5
1829;D6;IMB;0;1023.235294;34790;994;0.273;0.537;0.273;0.54;0.424;0;0;0;0;5
1830;D6;IMB;0;975.8823529;33180;948;0.3;0.703;0.3;0.706;0.385;0;0;0;0;5
1831;D6;IMB;0;1134.411765;38570;1102;0.231;0.667;0.231;0.67;0.37;0;0;0;0;5
1832;D6;IMB;0;969.7058824;32970;942;0.34;0.654;0.34;0.657;0.368;0;0;0;0;5
1833;D6;IMB;0;1114.852941;37905;1083;0.311;0.616;0.311;0.619;0.497;0;0;0;0;5
1834;D6;IMB;0;1152.941176;39200;1120;0.226;0.621;0.226;0.624;0.425;0;0;0;0;5
1835;D6;IMB;0;1073.676471;36505;1043;0.256;0.645;0.256;0.648;0.483;0;0;0;0;5
1836;D6;IMB;0;1065.441176;36225;1035;0.27;0.46;0.27;0.463;0.432;0;0;0;0;5
1837;D6;IMB;0;1002.647059;34090;974;0.347;0.564;0.347;0.567;0.488;0;0;0;0;5
1838;D6;IMB;0;997.5;33915;969;0.309;0.557;0.309;0.56;0.36;0;0;0;0;5
1839;D6;IMB;0;1057.205882;35945;1027;0.357;0.693;0.357;0.696;0.491;0;0;0;0;5
1840;D6;IMB;0;997.5;33915;969;0.231;0.625;0.231;0.628;0.352;0;0;0;0;5
1841;D3;IMB;0;1155;41580;1135.021622;0.779;0.859;0.786;0.863;0.794;2;0;2;0;5
1842;D3;IMB;0;843;30348;828.4183784;0.769;0.849;0.776;0.853;0.784;2;0;2;0;5
1843;D3;IMB;0;837;30132;822.5221622;0.565;0.645;0.572;0.649;0.58;2;0;2;0;5
1844;D3;IMB;0;1132;40752;1112.419459;0.732;0.812;0.739;0.816;0.747;2;0;2;0;5
1845;D3;IMB;0;918;33048;902.1210811;0.694;0.774;0.701;0.778;0.709;2;0;2;0;5
1846;D3;IMB;0;1011;36396;993.5124324;0.454;0.534;0.461;0.538;0.469;2;0;2;0;5
1847;D3;IMB;0;1203;43308;1182.191351;0.493;0.573;0.5;0.577;0.508;2;0;2;0;5
1848;D3;IMB;0;813;29268;798.9372973;0.354;0.434;0.361;0.438;0.369;2;0;2;0;5
1849;D3;IMB;0;1111;39996;1091.782703;0.658;0.738;0.665;0.742;0.673;2;0;2;0;5
1850;D3;IMB;0;1153;41508;1133.056216;0.696;0.776;0.703;0.78;0.711;2;0;2;0;5
1851;D3;IMB;0;1288;46368;1265.721081;0.767;0.847;0.774;0.851;0.782;2;0;2;0;5
1852;D3;IMB;0;889;32004;873.6227027;0.521;0.601;0.528;0.605;0.536;2;0;2;1;5
1853;D3;IMB;0;1200;43200;1179.243243;0.488;0.568;0.495;0.572;0.503;2;0;2;1;5
1854;D3;IMB;0;936;33696;919.8097297;0.496;0.576;0.503;0.58;0.511;2;0;2;1;5
1855;D3;IMB;0;1237;44532;1215.603243;0.765;0.845;0.772;0.849;0.78;2;0;2;1;5
1856;D3;IMB;0;1200;43200;1179.243243;0.54;0.62;0.547;0.624;0.555;2;0;2;1;5
1857;D3;IMB;0;1092;39312;1073.111351;0.646;0.726;0.653;0.73;0.661;2;0;2;1;5
1858;D3;IMB;0;907;32652;891.3113514;0.536;0.616;0.543;0.62;0.551;2;0;2;1;5
1859;D3;IMB;0;814;29304;799.92;0.576;0.656;0.583;0.66;0.591;2;0;2;1;5
1860;D3;IMB;0;936;33696;919.8097297;0.369;0.449;0.376;0.453;0.384;2;0;2;1;5
1861;D3;IMB;0;835;30060;820.5567568;0.591;0.671;0.598;0.675;0.606;2;0;2;1;5
1862;D3;IMB;0;1151;41436;1131.090811;0.643;0.723;0.65;0.727;0.658;2;0;2;1;5
1863;D3;IMB;0;808;29088;794.0237838;0.364;0.444;0.371;0.448;0.379;3;0;0;1;5
1864;D3;IMB;0;1171;42156;1150.744865;0.246;0.326;0.253;0.33;0.261;3;0;0;1;5
1865;D3;IMB;0;1163;41868;1142.883243;0.353;0.433;0.36;0.437;0.368;3;0;0;1;5
1866;D3;IMB;0;1127;40572;1107.505946;0.23;0.31;0.237;0.314;0.245;3;0;0;1;5
1867;D3;IMB;0;984;35424;966.9794595;0.247;0.327;0.254;0.331;0.262;3;0;0;1;5
1868;D3;IMB;0;966;34776;949.2908108;0.456;0.536;0.463;0.54;0.471;3;0;0;1;5
1869;D3;IMB;0;774;27864;760.6118919;0.428;0.508;0.435;0.512;0.443;3;0;0;1;5
1870;D3;IMB;0;1189;42804;1168.433514;0.301;0.381;0.308;0.385;0.316;3;0;0;1;5
1871;D3;IMB;0;1014;36504;996.4605405;0.324;0.404;0.331;0.408;0.339;3;0;0;1;5
1872;D3;IMB;0;1146;41256;1126.177297;0.305;0.385;0.312;0.389;0.32;3;0;0;1;5
1873;D3;IMB;0;1253;45108;1231.326486;0.329;0.409;0.336;0.413;0.344;3;0;0;1;5
1874;D3;IMB;0;1197;43092;1176.295135;0.312;0.392;0.319;0.396;0.327;3;0;0;1;5
1875;D3;IMB;0;1108;39888;1088.834595;0.222;0.302;0.229;0.306;0.237;3;0;1;1;5
1876;D3;IMB;0;1091;39276;1072.128649;0.481;0.561;0.488;0.565;0.496;3;0;1;1;5
1877;D3;IMB;0;1091;39276;1072.128649;0.308;0.388;0.315;0.392;0.323;3;0;1;1;5
1878;D3;IMB;0;863;31068;848.0724324;0.394;0.474;0.401;0.478;0.409;3;0;1;1;5
1879;D3;IMB;0;1197;43092;1176.295135;0.204;0.284;0.211;0.288;0.219;3;0;1;1;5
1880;D3;IMB;0;1228;44208;1206.758919;0.414;0.494;0.421;0.498;0.429;3;0;1;1;5
1881;D3;IMB;0;901;32436;885.4151351;0.356;0.436;0.363;0.44;0.371;3;0;1;1;5
1882;D3;IMB;0;941;33876;924.7232432;0.204;0.284;0.211;0.288;0.219;3;0;1;1;5
1883;D3;IMB;0;761;27396;747.8367568;0.361;0.441;0.368;0.445;0.376;3;0;1;1;5
1884;D3;IMB;0;920;33120;904.0864865;0.45;0.53;0.457;0.534;0.465;3;0;2;1;5
1885;D3;IMB;0;1276;45936;1253.928649;0.185;0.265;0.192;0.269;0.2;3;0;2;1;5
1886;D3;IMB;0;1166;41976;1145.831351;0.393;0.473;0.4;0.477;0.408;3;0;2;1;5
1887;D3;IMB;0;1298;46728;1275.548108;0.205;0.285;0.212;0.289;0.22;3;0;2;1;5
1888;D3;IMB;0;790;28440;776.3351351;0.279;0.359;0.286;0.363;0.294;3;0;2;1;5
1889;D3;IMB;0;915;32940;899.172973;0.358;0.438;0.365;0.442;0.373;3;0;2;1;5
1890;D3;IMB;0;1000;36000;982.7027027;0.437;0.517;0.444;0.521;0.452;3;0;2;1;5
1891;D3;IMB;0;1162;41832;1141.900541;0.328;0.408;0.335;0.412;0.343;3;0;2;1;5
1892;D3;IMB;0;1059;38124;1040.682162;0.234;0.314;0.241;0.318;0.249;3;0;2;1;5
1893;D3;IMB;0;979;35244;962.0659459;0.469;0.549;0.476;0.553;0.484;3;0;2;1;5
1894;D3;IMB;0;917;33012;901.1383784;0.345;0.425;0.352;0.429;0.36;3;0;2;1;5
1895;D3;IMB;0;1037;37332;1019.062703;0.286;0.366;0.293;0.37;0.301;3;0;2;3;5
1896;D3;IMB;0;879;31644;863.7956757;0.411;0.491;0.418;0.495;0.426;3;0;2;3;5
1897;D3;IMB;0;1202;43272;1181.208649;0.462;0.542;0.469;0.546;0.477;3;0;2;3;5
1898;D3;IMB;0;886;31896;870.6745946;0.357;0.437;0.364;0.441;0.372;3;0;2;3;5
1899;D3;IMB;0;780;28080;766.5081081;0.345;0.425;0.352;0.429;0.36;3;0;2;3;5
1900;D3;IMB;0;1283;46188;1260.807568;0.463;0.543;0.47;0.547;0.478;3;0;2;3;5
1901;D3;IMB;0;1147;41292;1127.16;0.356;0.436;0.363;0.44;0.371;3;0;2;3;5
1902;D3;IMB;0;921;33156;905.0691892;0.333;0.413;0.34;0.417;0.348;3;0;2;3;5
1903;D3;IMB;0;1163;41868;1142.883243;0.401;0.481;0.408;0.485;0.416;3;0;2;3;5
1904;D3;IMB;0;1012;36432;994.4951351;0.298;0.378;0.305;0.382;0.313;3;0;2;3;5
1905;D3;IMB;0;1250;45000;1228.378378;0.201;0.281;0.208;0.285;0.216;3;0;2;3;5
1906;D3;IMB;0;779;28044;765.5254054;0.265;0.345;0.272;0.349;0.28;3;0;2;3;5
1907;D3;IMB;0;1223;44028;1201.845405;0.49;0.57;0.497;0.574;0.505;3;0;2;3;5
1908;D3;IMB;0;802;28872;788.1275676;0.18;0.26;0.187;0.264;0.195;3;0;2;3;5
1909;D3;IMB;0;1271;45756;1249.015135;0.483;0.563;0.49;0.567;0.498;3;0;2;0;5
1910;D3;IMB;0;734;26424;721.3037838;0.303;0.383;0.31;0.387;0.318;3;0;2;0;5
1911;D3;IMB;0;729;26244;716.3902703;0.368;0.448;0.375;0.452;0.383;3;0;2;0;5
1912;D3;IMB;0;1269;45684;1247.04973;0.358;0.438;0.365;0.442;0.373;3;0;2;0;5
1913;D3;IMB;0;838;30168;823.5048649;0.428;0.508;0.435;0.512;0.443;3;0;2;0;5
1914;D3;IMB;0;801;28836;787.1448649;0.265;0.345;0.272;0.349;0.28;3;0;2;0;5
1915;D3;IMB;0;1128;40608;1108.488649;0.329;0.409;0.336;0.413;0.344;3;0;2;0;5
1916;D3;IMB;0;1298;46728;1275.548108;0.386;0.466;0.393;0.47;0.401;3;0;2;0;5
1917;D3;IMB;0;1140;41040;1120.281081;0.243;0.323;0.25;0.327;0.258;3;0;2;0;5
1918;D3;IMB;0;1023;36828;1005.304865;0.288;0.368;0.295;0.372;0.303;3;0;2;0;5
1919;D3;IMB;0;1176;42336;1155.658378;0.311;0.391;0.318;0.395;0.326;3;0;2;0;5
1920;D3;IMB;0;877;31572;861.8302703;0.34;0.42;0.347;0.424;0.355;3;0;2;3;5
1921;D3;IMB;0;1139;41004;1119.298378;0.29;0.37;0.297;0.374;0.305;3;0;2;3;5
1922;D3;IMB;0;968;34848;951.2562162;0.288;0.368;0.295;0.372;0.303;3;0;2;3;5
1923;D3;IMB;0;946;34056;929.6367568;0.467;0.547;0.474;0.551;0.482;3;0;2;3;5
1924;D3;IMB;0;775;27900;761.5945946;0.393;0.473;0.4;0.477;0.408;3;0;2;3;5
1925;D3;IMB;0;1055;37980;1036.751351;0.335;0.415;0.342;0.419;0.35;3;0;2;3;5
1926;D3;IMB;0;1117;40212;1097.678919;0.364;0.444;0.371;0.448;0.379;3;0;2;3;5
1927;D3;IMB;0;1071;38556;1052.474595;0.273;0.353;0.28;0.357;0.288;3;0;2;3;5
1928;D3;IMB;0;848;30528;833.3318919;0.256;0.336;0.263;0.34;0.271;3;0;2;3;5
1929;D3;IMB;0;914;32904;898.1902703;0.238;0.318;0.245;0.322;0.253;3;0;2;3;5
1930;D3;IMB;0;1262;45432;1240.170811;0.377;0.457;0.384;0.461;0.392;3;0;2;3;5
1931;D3;IMB;0;1010;36360;992.5297297;0.275;0.355;0.282;0.359;0.29;3;0;2;3;5
1932;D3;IMB;0;1190;42840;1169.416216;0.434;0.514;0.441;0.518;0.449;3;0;2;3;5
1933;D3;IMB;0;1193;42948;1172.364324;0.483;0.563;0.49;0.567;0.498;3;0;2;3;5
1934;D3;IMB;0;821;29556;806.7989189;0.481;0.561;0.488;0.565;0.496;3;0;2;3;5
1935;D3;IMB;0;839;30204;824.4875676;0.185;0.265;0.192;0.269;0.2;3;0;2;3;5
1936;D3;IMB;0;866;31176;851.0205405;0.305;0.385;0.312;0.389;0.32;3;0;2;3;5
1937;D3;IMB;0;812;29232;797.9545946;0.216;0.296;0.223;0.3;0.231;3;0;2;3;5
1938;D3;IMB;0;1154;41544;1134.038919;0.44;0.52;0.447;0.524;0.455;3;0;2;3;5
1939;D3;IMB;0;1268;45648;1246.067027;0.433;0.513;0.44;0.517;0.448;3;0;2;3;5
1940;D3;IMB;0;1207;43452;1186.122162;0.36;0.44;0.367;0.444;0.375;3;0;2;3;5
1941;D3;IMB;0;1183;42588;1162.537297;0.258;0.338;0.265;0.342;0.273;3;0;2;3;5
1942;D3;IMB;0;952;44744;1491.466667;0.4;0.67;0.4;0.674;0.764;0;0;0;0;5
1943;D3;IMB;0;776;36472;1215.733333;0.377;1.085;0.377;1.089;1.179;0;0;0;0;5
1944;D3;IMB;0;866;40702;1356.733333;0.341;1.043;0.341;1.047;1.137;0;0;0;0;5
1945;D3;IMB;0;895;42065;1402.166667;0.324;1.006;0.324;1.01;1.1;0;0;0;0;5
1946;D3;IMB;0;709;33323;1110.766667;0.283;0.732;0.283;0.736;0.826;0;0;0;0;5
1947;D3;IMB;0;761;35767;1192.233333;0.288;0.955;0.288;0.959;1.049;0;0;0;0;5
1948;D3;IMB;0;867;40749;1358.3;0.363;0.769;0.363;0.773;0.863;0;0;0;0;5
1949;D3;IMB;0;989;46483;1549.433333;0.294;0.79;0.294;0.794;0.884;0;0;0;0;5
1950;D3;IMB;0;844;39668;1322.266667;0.26;0.755;0.26;0.759;0.849;0;0;0;0;5
1951;D3;IMB;0;866;40702;1356.733333;0.317;0.761;0.317;0.765;0.855;0;0;0;0;5
1952;D3;IMB;0;973;45731;1524.366667;0.379;0.775;0.379;0.779;0.869;0;0;0;0;5
1953;D3;IMB;0;817;38399;1279.966667;0.283;1.002;0.283;1.006;1.096;0;0;0;0;5
1954;D3;IMB;0;829;38963;1298.766667;0.255;0.956;0.255;0.96;1.05;0;0;0;0;5
1955;D3;IMB;0;921;43287;1442.9;0.371;0.933;0.371;0.937;1.027;0;0;0;0;5
1956;D3;IMB;0;970;45590;1519.666667;0.303;0.947;0.303;0.951;1.041;0;0;0;0;5
